# Rime user dictionary
#@/db_name	jyut6ping3
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	57107
#@/user_id	f0f17d41-97b2-4dca-ad5e-3e828221d473
gaai2 daap3 	解答	c=1 d=1.86229e-80 t=57107
gaai2 duk6 	解讀	c=1 d=5.61867e-101 t=57107
gaai2 hoi1 	解開	c=1 d=2.85039e-117 t=57107
gaai2 kyut3 	解決	c=38 d=0.490919 t=57107
gaai2 mat6 	解密	c=1 d=1.48333e-21 t=57107
gaai2 sik1 	解析	c=7 d=1.06587e-52 t=57107
gaai3 min2 	界面	c=48 d=0.597501 t=57107
gaai3 siu6 	介紹	c=6 d=0.136014 t=57107
gaai3 siu6 jan4 	介紹人	c=1 d=8.95138e-80 t=57107
gaak3 	隔	c=2 d=0.843665 t=57107
gaak3 hoi1 	隔開	c=1 d=5.62249e-109 t=57107
gaak3 je6 	隔夜	c=1 d=2.81483e-87 t=57107
gaak3 lei4 	隔離	c=4 d=2.60767e-10 t=57107
gaak3 sik1 	格式	c=13 d=0.000101614 t=57107
gaam1 	監	c=2 d=7.03246e-110 t=57107
gaam1 teng1 	監聽	c=2 d=1.93842e-22 t=57107
gaam1 ting1 	監聽	c=5 d=6.15067e-18 t=57107
gaam1 wu6 	監護	c=1 d=1.28473e-124 t=57107
gaam2 	減	c=5 d=1.66552e-31 t=57107
gaam2 heoi3 	減去	c=1 d=2.81157e-44 t=57107
gaan1 	間	c=7 d=5.62896e-05 t=57107
gaan2 	揀	c=2 d=2.14877e-61 t=57107
gaan2 	柬	c=1 d=4.12995e-09 t=57107
gaan2 	簡	c=1 d=4.39177e-85 t=57107
gaan2 daan1 	簡單	c=27 d=2.72013e-08 t=57107
gaan2 faa3 	簡化	c=2 d=1.32264e-25 t=57107
gaan2 gaai3 	簡介	c=4 d=6.14382e-64 t=57107
gaan2 git3 	簡潔	c=2 d=4.98295e-12 t=57107
gaan2 ji6 	簡易	c=1 d=9.48097e-21 t=57107
gaan2 jiu3 	簡要	c=1 d=1.83669e-123 t=57107
gaan2 lau6 	簡陋	c=1 d=8.62027e-19 t=57107
gaan2 lik6 	簡歷	c=2 d=8.36124e-13 t=57107
gaan2 sing3 	鹼性	c=2 d=2.24636e-120 t=57107
gaan2 tai2 	簡體	c=1 d=3.01031e-24 t=57107
gaan3 hit3 	間歇	c=1 d=2.89218e-53 t=57107
gaan3 kwik1 	間隙	c=1 d=1.02954e-19 t=57107
gaap3 	甲	c=1 d=1.72567e-66 t=57107
gaap3 fong1 	甲方	c=11 d=2.74122e-40 t=57107
gaap3 zong6 sin3 	甲狀腺	c=2 d=2.63232e-102 t=57107
gaau1 	交	c=28 d=0.000578542 t=57107
gaau1 cin2 	交錢	c=2 d=1.61092e-80 t=57107
gaau1 co3 	交錯	c=1 d=4.61522e-110 t=57107
gaau1 fu6 	交付	c=4 d=1.97381e-29 t=57107
gaau1 jik6 	交易	c=8 d=1.18797e-05 t=57107
gaau1 sau1 	交收	c=12 d=6.13721e-29 t=57107
gaau1 tung1 	交通	c=1 d=6.1213e-109 t=57107
gaau1 wu6 	交互	c=8 d=4.28478e-22 t=57107
gaau1 zip3 	交接	c=2 d=2.38173e-92 t=57107
gaau2 	搞	c=166 d=0.752083 t=57107
gaau2 co3 	搞錯	c=7 d=7.967e-33 t=57107
gaau2 dim2 	搞點	c=5 d=1.99223e-50 t=57107
gaau2 dim6 	搞掂	c=6 d=5.67647e-45 t=57107
gaau2 ding6 	搞定	c=1 d=1.29196e-43 t=57107
gaau2 hou2 	搞好	c=1 d=1.60081e-06 t=57107
gaau2 sei2 	搞死	c=1 d=9.68144e-120 t=57107
gaau3 	教	c=7 d=4.33418e-18 t=57107
gaau3 	滘	c=46 d=3.50653e-25 t=57107
gaau3 	較	c=8 d=1.26901e-38 t=57107
gaau3 cing4 	教程	c=4 d=2.97503e-91 t=57107
gaau3 cuk1 	教畜	c=1 d=1.47036e-06 t=57107
gaau3 deoi3 	校對	c=1 d=5.21762e-24 t=57107
gaau3 do1 	較多	c=1 d=2.7576e-110 t=57107
gaau3 fan3 	教訓	c=1 d=5.0076e-70 t=57107
gaau3 hok6 	教學	c=1 d=1.98135e-15 t=57107
gaau3 jim6 	校驗	c=1 d=3.78055e-116 t=57107
gaau3 juk6 	教育	c=2 d=3.8827e-18 t=57107
gaau3 si1 	教師	c=1 d=9.95255e-92 t=57107
gaau3 wai4 	較爲	c=1 d=3.9571e-06 t=57107
gai1 	雞	c=1 d=3.02211e-70 t=57107
gai3 	計	c=8 d=0.960789 t=57107
gai3 fai3 	計費	c=1 d=2.87531e-43 t=57107
gai3 si4 	計時	c=1 d=5.38058e-121 t=57107
gai3 sing4 	繼承	c=1 d=1.30859e-17 t=57107
gai3 sou3 	計數	c=1 d=6.04636e-23 t=57107
gai3 syun3 	計算	c=18 d=0.00272578 t=57107
gai3 waak6 	計劃	c=5 d=4.5861e-65 t=57107
gai3 zuk6 	繼續	c=7 d=6.40804e-30 t=57107
gam1 	今	c=1 d=2.33346e-57 t=57107
gam1 	金	c=27 d=7.96293e-27 t=57107
gam1 jat6 	今日	c=13 d=0.00020145 t=57107
gam1 je6 	今夜	c=1 d=9.43598e-112 t=57107
gam1 jung4 	金融	c=5 d=6.45991e-66 t=57107
gam1 jung4 baan6 	金融辦	c=2 d=7.80342e-83 t=57107
gam1 maan5 	今晚	c=49 d=0.00803035 t=57107
gam1 ngaak2 	金額	c=30 d=2.15009e-06 t=57107
gam1 nin4 	今年	c=5 d=5.81602e-66 t=57107
gam1 seoi2 	金水	c=1 d=3.69146e-12 t=57107
gam1 si1 	金絲	c=1 d=6.67317e-07 t=57107
gam1 tin1 	今天	c=69 d=0.0685868 t=57107
gam2 	噉	c=2 d=1.54245e-69 t=57107
gam2 	感	c=4 d=1.26951e-108 t=57107
gam2 	錦	c=7 d=1.0335e-95 t=57107
gam2 gok3 	感覺	c=17 d=0.105399 t=57107
gam2 joeng2 	噉樣	c=10 d=3.8954e-27 t=57107
gam2 sau6 	感受	c=4 d=1.96792e-82 t=57107
gam2 ze6 	感謝	c=7 d=4.56353e-07 t=57107
gam3 	咁	c=38 d=5.52896e-09 t=57107
gam3 jin4 	禁言	c=1 d=5.80039e-05 t=57107
gam3 juk6 	禁慾	c=1 d=4.41379e-85 t=57107
gam3 jung6 	禁用	c=8 d=9.88192e-06 t=57107
gam3 zi2 	禁止	c=1 d=0.000119165 t=57107
gan1 	斤	c=1 d=9.08018e-101 t=57107
gan1 	根	c=1 d=1.62666e-18 t=57107
gan1 	跟	c=213 d=1.13469e-06 t=57107
gan1 bun2 	根本	c=2 d=4.01805e-68 t=57107
gan1 geoi3 	根據	c=23 d=0.0400386 t=57107
gan1 zeon3 	跟進	c=9 d=9.8147e-14 t=57107
gan1 zung1 	跟蹤	c=2 d=3.73319e-06 t=57107
gan2 	僅	c=1 d=1.54035e-53 t=57107
gan2 	緊	c=79 d=0.000430743 t=57107
gan2 gap1 	緊急	c=1 d=6.29914e-93 t=57107
gan2 gei3 	謹記	c=1 d=1.67661e-109 t=57107
gan6 	近	c=5 d=0.003207 t=57107
gan6 can1 	近親	c=3 d=2.0623e-07 t=57107
gan6 kei4 	近期	c=1 d=9.1577e-54 t=57107
gang1 goi2 	更改	c=3 d=0.00615802 t=57107
gang1 san1 	更新	c=110 d=0.557106 t=57107
gang2 	梗	c=2 d=4.08498e-86 t=57107
gang3 	更	c=22 d=0.0115125 t=57107
gang3 do1 	更多	c=6 d=2.13421e-07 t=57107
gang3 gaa1 	更加	c=2 d=6.39693e-39 t=57107
gang3 hou2 	更好	c=2 d=2.21362e-25 t=57107
gang3 zou2 	更早	c=1 d=1.95757e-20 t=57107
gap1 	急	c=6 d=1.64357e-22 t=57107
gat1 	吉	c=1 d=7.77848e-16 t=57107
gat1 coeng4 	吉祥	c=2 d=6.04875e-86 t=57107
gat1 lam4 	吉林	c=1 d=8.72414e-101 t=57107
gat1 lei6 	吉利	c=1 d=0.00105417 t=57107
gau2 	久	c=13 d=8.58924e-06 t=57107
gau2 	九	c=4 d=1.44991e-47 t=57107
gau2 	狗	c=1 d=9.15711e-112 t=57107
gau2 joeng5 	久仰	c=2 d=2.28353e-89 t=57107
gau2 jyun5 	久遠	c=1 d=3.53263e-24 t=57107
gau3 	夠	c=14 d=1.74489e-14 t=57107
gau3 jung6 	夠用	c=1 d=9.65214e-55 t=57107
gau3 zi6 	救治	c=1 d=4.48918e-49 t=57107
gau3 zoi1 	救災	c=1 d=3.20091e-11 t=57107
gau6 	舊	c=23 d=2.78511e-21 t=57107
gau6 baan1 	舊班	c=1 d=5.19691e-36 t=57107
ge3 	嘅	c=87 d=0.00282287 t=57107
ge3 tin4 	嘅填	c=1 d=8.72768e-47 t=57107
gei1 	機	c=5 d=7.39912e-16 t=57107
gei1 bun2 	基本	c=33 d=0.127454 t=57107
gei1 co2 	基礎	c=17 d=4.6573e-11 t=57107
gei1 coeng4 	機場	c=3 d=1.37133e-99 t=57107
gei1 dai2 	基底	c=1 d=3.32397e-43 t=57107
gei1 fu4 	幾乎	c=1 d=2.96136e-37 t=57107
gei1 gam1 	基金	c=2 d=1.84528e-64 t=57107
gei1 gam1 wui2 	基金會	c=1 d=5.92765e-25 t=57107
gei1 hei3 	機器	c=2 d=2.41067e-14 t=57107
gei1 jing4 	機型	c=1 d=9.02385e-116 t=57107
gei1 jyu1 	基於	c=10 d=3.04895e-27 t=57107
gei1 kau3 	機構	c=5 d=5.77575e-54 t=57107
gei1 mat6 	機密	c=1 d=3.61616e-93 t=57107
gei1 piu3 	機票	c=6 d=1.41611e-66 t=57107
gei1 soeng1 	機箱	c=1 d=1.66882e-113 t=57107
gei1 wui6 	機會	c=1 d=0.00036159 t=57107
gei1 zi2 	機子	c=3 d=2.39286e-88 t=57107
gei2 	幾	c=18 d=0.000338837 t=57107
gei2 baak3 	幾百	c=1 d=6.13944e-85 t=57107
gei2 ci3 	幾次	c=8 d=1.97079e-11 t=57107
gei2 cin1 	幾千	c=1 d=8.18008e-20 t=57107
gei2 cin2 	幾錢	c=1 d=6.49077e-122 t=57107
gei2 dim2 	幾點	c=23 d=2.70756e-14 t=57107
gei2 do1 	幾多	c=6 d=1.68753e-09 t=57107
gei2 fan1 zung1 	幾分鐘	c=3 d=2.19344e-57 t=57107
gei2 go3 	幾個	c=41 d=0.000581442 t=57107
gei2 haa6 	幾下	c=1 d=3.71691e-34 t=57107
gei2 hiu2 laam4 	紀曉嵐	c=3 d=2.72368e-109 t=57107
gei2 hou4 zi2 	幾毫紙	c=1 d=1.77781e-122 t=57107
gei2 jat6 	幾日	c=1 d=2.55764e-48 t=57107
gei2 nim6 	紀念	c=1 d=9.99531e-113 t=57107
gei2 nin4 	幾年	c=2 d=0.315058 t=57107
gei2 pin3 	幾遍	c=1 d=2.07164e-98 t=57107
gei2 sap6 	幾十	c=4 d=7.00197e-14 t=57107
gei2 si4 	幾時	c=3 d=6.48215e-77 t=57107
gei2 tin1 	幾天	c=9 d=8.25807e-14 t=57107
gei2 toi4 	幾臺	c=2 d=2.85735e-122 t=57107
gei2 tou3 	幾套	c=1 d=3.38283e-73 t=57107
gei2 wai6 	幾位	c=1 d=1.32493e-16 t=57107
gei3 	記	c=16 d=3.22913e-26 t=57107
gei3 dak1 	記得	c=16 d=1.38302e-07 t=57107
gei3 luk6 	記錄	c=55 d=0.000152989 t=57107
gei3 wong5 	既往	c=2 d=1.41369e-107 t=57107
gei3 wong5 si2 	既往史	c=2 d=2.30451e-107 t=57107
gei3 zoeng3 	記賬	c=8 d=3.1002e-42 t=57107
gei3 zyu6 	記住	c=3 d=2.98696e-50 t=57107
gei6 seot6 	技術	c=35 d=2.20034e-05 t=57107
geng3 	鏡	c=1 d=3.04108e-26 t=57107
geng3 tau4 	鏡頭	c=4 d=1.30233e-25 t=57107
geng3 zoeng6 	鏡像	c=3 d=6.47044e-48 t=57107
geoi1 	居	c=4 d=8.17703e-45 t=57107
geoi1 	車	c=1 d=1.29663e-56 t=57107
geoi1 jin4 	居然	c=5 d=3.20037e-09 t=57107
geoi1 zung1 	居中	c=2 d=5.39338e-87 t=57107
geoi3 	句	c=1 d=3.31122e-86 t=57107
geoi6 	巨	c=2 d=7.00917e-14 t=57107
geoi6 bei6 	具備	c=4 d=8.9167e-05 t=57107
geoi6 tai2 	具體	c=15 d=2.37094e-05 t=57107
gep3 	夾	c=3 d=9.53336e-27 t=57107
gi1 gi1 	嘰嘰	c=0 d=2.63124e-118 t=57107
gik1 wut6 	激活	c=3 d=3.63962e-13 t=57107
gik6 	極	c=5 d=5.09511e-11 t=57107
gik6 dyun1 	極端	c=1 d=0.000135709 t=57107
gim1 jung4 	兼容	c=13 d=0.000800719 t=57107
gim1 zik1 	兼職	c=1 d=5.67665e-16 t=57107
gim2 caa4 	檢查	c=12 d=1.23473e-10 t=57107
gim2 caat3 jyun2 	檢察院	c=3 d=9.72367e-83 t=57107
gim2 sok3 	檢索	c=3 d=3.46818e-45 t=57107
gim2 tou2 	檢討	c=1 d=1.20625e-59 t=57107
gin1 	堅	c=2 d=2.21888e-77 t=57107
gin3 	建	c=20 d=9.08552e-16 t=57107
gin3 	見	c=18 d=2.14019e-08 t=57107
gin3 dong3 	建檔	c=1 d=9.19205e-98 t=57107
gin3 dou2 	見到	c=1 d=0.000441647 t=57107
gin3 gwo3 	見過	c=1 d=7.61384e-29 t=57107
gin3 ji5 	建議	c=7 d=1.37661e-25 t=57107
gin3 lap6 	建立	c=2 d=2.18407e-14 t=57107
gin3 min6 	見面	c=2 d=1.97207e-48 t=57107
gin6 	件	c=4 d=0.225373 t=57107
gin6 	健	c=1 d=8.85298e-97 t=57107
gin6 	鍵	c=5 d=0.00933191 t=57107
gin6 hong1 	健康	c=21 d=1.96418e-89 t=57107
gin6 pun2 	鍵盤	c=3 d=0.0951952 t=57107
ging1 	京	c=7 d=3.49071e-23 t=57107
ging1 	經	c=3 d=0.00344787 t=57107
ging1 	驚	c=1 d=8.72471e-43 t=57107
ging1 dou6 	經度	c=3 d=5.84517e-123 t=57107
ging1 dung1 	京東	c=4 d=9.73454e-08 t=57107
ging1 gwai3 	矜貴	c=1 d=1.44957e-103 t=57107
ging1 gwo3 	經過	c=5 d=1.18591e-06 t=57107
ging1 hei2 	驚喜	c=1 d=3.43242e-09 t=57107
ging1 jim6 	經驗	c=1 d=2.04503e-93 t=57107
ging1 jing4 	經營	c=2 d=8.81182e-101 t=57107
ging1 lei5 	經理	c=13 d=1.2931e-24 t=57107
ging1 sing4 	京城	c=1 d=8.86439e-24 t=57107
ging1 soeng4 	經常	c=2 d=4.84706e-69 t=57107
ging1 wai5 	經緯	c=7 d=1.32066e-73 t=57107
ging1 wai5 dou6 	經緯度	c=5 d=2.32076e-74 t=57107
ging1 zai3 	經濟	c=3 d=0.318224 t=57107
ging2 	景	c=5 d=5.874e-85 t=57107
ging2 caat3 	警察	c=1 d=2.49102e-61 t=57107
ging2 dim2 	景點	c=30 d=8.4988e-56 t=57107
ging2 gou3 	警告	c=1 d=4.87368e-104 t=57107
ging2 gun1 	景觀	c=1 d=1.87641e-110 t=57107
ging2 hei3 	景氣	c=1 d=3.0752e-69 t=57107
ging2 keoi1 	景區	c=24 d=4.5595e-26 t=57107
ging2 ngoi6 	境外	c=4 d=3.85127e-40 t=57107
ging2 saan1 	景山	c=2 d=5.58584e-109 t=57107
ging3 cing2 	敬請	c=0 d=1.30935e-113 t=57107
ging3 cing2 kei4 doi6 	敬請期待	c=1 d=1.31591e-112 t=57107
ging3 zang1 	競爭	c=1 d=1.13651e-123 t=57107
gip3 	劫	c=2 d=2.21935e-26 t=57107
git3 	結	c=3 d=1.43072e-80 t=57107
git3 cuk1 	結束	c=6 d=1.90424e-48 t=57107
git3 fan1 	結婚	c=1 d=1.05716e-95 t=57107
git3 gwo2 	結果	c=47 d=2.72588e-13 t=57107
git3 hap6 	結合	c=6 d=0.0152985 t=57107
git3 jyu4 	結餘	c=2 d=2.69473e-37 t=57107
git3 kau3 	結構	c=9 d=3.6002e-41 t=57107
git3 on3 	結案	c=2 d=9.71052e-83 t=57107
git3 syun3 	結算	c=25 d=1.96092e-28 t=57107
giu2 	繳	c=1 d=9.34846e-120 t=57107
giu2 fai3 	繳費	c=2 d=1.74094e-103 t=57107
giu2 fun2 	繳款	c=1 d=7.1124e-51 t=57107
giu2 naap6 	繳納	c=3 d=8.95182e-08 t=57107
giu2 zing3 	矯正	c=1 d=2.58238e-73 t=57107
giu3 	叫	c=55 d=0.0401601 t=57107
go1 	哥	c=19 d=4.46932e-07 t=57107
go1 	歌	c=6 d=2.34602e-85 t=57107
go1 mai4 	歌迷	c=1 d=2.25565e-11 t=57107
go1 mun4 	哥們	c=1 d=1.88825e-37 t=57107
go2 	嗰	c=6 d=4.1641e-47 t=57107
go2 bin1 	嗰邊	c=3 d=2.30082e-09 t=57107
go2 di1 	嗰啲	c=5 d=1.00413e-19 t=57107
go2 dou6 	嗰度	c=1 d=5.71737e-100 t=57107
go2 si4 	嗰時	c=1 d=1.29416e-63 t=57107
go3 	個	c=401 d=0.631412 t=57107
go3 bit6 	個別	c=1 d=5.05465e-33 t=57107
go3 go3 	嗰個	c=5 d=0.00242967 t=57107
go3 jan4 	個人	c=38 d=0.000221166 t=57107
go3 seoi3 	個稅	c=6 d=1.30792e-09 t=57107
goek3 	腳	c=1 d=1.31622e-56 t=57107
goek3 bun2 	腳本	c=13 d=1.19437e-11 t=57107
goi1 	該	c=38 d=0.684872 t=57107
goi2 	改	c=279 d=0.546074 t=57107
goi2 bin3 	改變	c=5 d=7.79729e-15 t=57107
goi2 co3 	改錯	c=1 d=6.53574e-115 t=57107
goi2 dung6 	改動	c=8 d=4.32225e-15 t=57107
goi2 gwo3 	改過	c=1 d=5.74817e-75 t=57107
goi2 kei4 	改期	c=2 d=4.22369e-12 t=57107
goi2 sin6 	改善	c=4 d=7.86469e-28 t=57107
goi2 sing3 	改性	c=2 d=4.52644e-58 t=57107
goi2 sing4 	改成	c=1 d=1.46527e-24 t=57107
goi2 tin1 	改天	c=1 d=6.85893e-124 t=57107
goi2 zou6 	改造	c=4 d=4.00546e-90 t=57107
goi3 	蓋	c=1 d=5.08501e-74 t=57107
goi3 zoeng1 	蓋章	c=3 d=1.98675e-47 t=57107
gok3 	各	c=5 d=8.06953e-07 t=57107
gok3 	覺	c=3 d=6.66048e-14 t=57107
gok3 	角	c=4 d=2.48416e-58 t=57107
gok3 dak1 	覺得	c=9 d=4.9325e-08 t=57107
gok3 sik1 	角色	c=8 d=2.20912e-05 t=57107
gok3 wai2 	各位	c=1 d=2.14579e-100 t=57107
gon1 	乾	c=3 d=2.76218e-12 t=57107
gon1 	肝	c=5 d=3.50266e-102 t=57107
gon1 ceoi3 	乾脆	c=1 d=3.36481e-69 t=57107
gon1 gung1 nang4 	肝功能	c=1 d=1.42304e-121 t=57107
gon1 jyu6 	干預	c=1 d=2.82413e-67 t=57107
gon1 zong6 	肝臟	c=3 d=3.82925e-102 t=57107
gon2 	趕	c=9 d=4.66402e-15 t=57107
gon3 maa3 	幹嘛	c=1 d=7.71083e-119 t=57107
gong1 	剛	c=55 d=0.00406798 t=57107
gong1 	江	c=1 d=1.45717e-47 t=57107
gong1 coi4 	剛纔	c=15 d=0.0773047 t=57107
gong1 sai1 	江西	c=3 d=5.35717e-11 t=57107
gong1 wai2 	崗位	c=1 d=2.59549e-15 t=57107
gong2 	港	c=3 d=7.79506e-85 t=57107
gong2 	講	c=33 d=2.31343 t=57107
gong2 gaai2 	講解	c=4 d=0.0824965 t=57107
gong3 	降	c=3 d=3.94381e-84 t=57107
gong3 dai1 	降低	c=3 d=0.000232304 t=57107
gong3 gaa3 	降價	c=1 d=4.18029e-122 t=57107
gong3 lok6 	降落	c=1 d=4.5883e-100 t=57107
gong3 san1 	降薪	c=3 d=3.64517e-40 t=57107
gong3 wan1 	降溫	c=1 d=8.23482e-69 t=57107
gou1 	高	c=57 d=1.40638e-12 t=57107
gou1 aat3 	高壓	c=3 d=2.54039e-86 t=57107
gou1 coi4 sang1 	高材生	c=1 d=4.95492e-122 t=57107
gou1 dak1 	高德	c=42 d=1.71742e-68 t=57107
gou1 dou6 	高度	c=11 d=1.54484e-44 t=57107
gou1 loeng6 	高亮	c=9 d=6.14896e-18 t=57107
gou1 san1 	高新	c=1 d=2.06783e-47 t=57107
gou1 zau1 	高州	c=3 d=3.22893e-16 t=57107
gou3 	告	c=9 d=5.75754e-06 t=57107
gou3 sou3 	告訴	c=8 d=4.06972e-42 t=57107
gu2 	估	c=2 d=2.46104e-95 t=57107
gu2 	古	c=1 d=6.54772e-19 t=57107
gu2 	鼓	c=4 d=1.09402e-108 t=57107
gu2 dau1 	古兜	c=1 d=1.68335e-68 t=57107
gu2 dung1 	股東	c=5 d=7.05505e-44 t=57107
gu2 fan2 	股份	c=1 d=2.18282e-66 t=57107
gu2 gai3 	估計	c=21 d=0.00245409 t=57107
gu2 syun3 	估算	c=1 d=4.93877e-113 t=57107
gu3 	故	c=2 d=2.21563e-110 t=57107
gu3 ding6 	固定	c=7 d=2.26861e-39 t=57107
gu3 geoi1 	故居	c=4 d=3.31558e-109 t=57107
gu3 gung1 	故宮	c=4 d=2.65922e-65 t=57107
gu3 si6 	故事	c=3 d=3.09964e-61 t=57107
guk1 	谷	c=4 d=3.17112e-48 t=57107
guk1 cou2 	穀草	c=1 d=1.26212e-121 t=57107
guk1 go1 	谷歌	c=3 d=2.03181e-13 t=57107
guk6 	局	c=2 d=6.98984e-23 t=57107
guk6 sou3 	局數	c=1 d=1.60436e-32 t=57107
guk6 wik6 	局域	c=1 d=2.68448e-88 t=57107
guk6 wik6 mong5 	局域網	c=1 d=2.36905e-88 t=57107
gun1 	官	c=35 d=0.298197 t=57107
gun1 	觀	c=2 d=2.41593e-109 t=57107
gun1 caat3 	觀察	c=1 d=1.58365e-85 t=57107
gun1 coi4 	棺材	c=1 d=4.23883e-21 t=57107
gun1 dim2 	觀點	c=1 d=1.73226e-52 t=57107
gun1 fong1 	官方	c=12 d=0.00375375 t=57107
gun1 geoi1 	官居	c=1 d=0.637628 t=57107
gun1 hon3 	觀看	c=3 d=2.28718e-86 t=57107
gun1 man4 	官文	c=1 d=2.75965e-60 t=57107
gun1 mong5 	官網	c=3 d=2.06987e-88 t=57107
gun1 si1 	官司	c=4 d=3.23793e-58 t=57107
gun1 zung3 	觀衆	c=2 d=0.000140395 t=57107
gun2 	管	c=22 d=1.28844e-11 t=57107
gun2 	館	c=1 d=1.22066e-81 t=57107
gun2 lei5 	管理	c=116 d=2.71538 t=57107
gun2 lei5 jyun4 	管理員	c=3 d=3.13029e-72 t=57107
gun3 gwan1 	冠軍	c=1 d=4.73302e-83 t=57107
gung1 	公	c=18 d=3.44189e-12 t=57107
gung1 	功	c=3 d=3.77094e-102 t=57107
gung1 	宮	c=5 d=1.52293e-95 t=57107
gung1 	工	c=81 d=0.000636198 t=57107
gung1 	恭	c=1 d=3.84501e-109 t=57107
gung1 	龔	c=1 d=5.78486e-91 t=57107
gung1 cing4 	工程	c=2 d=1.18074e-121 t=57107
gung1 daan1 	工單	c=1 d=2.14689e-106 t=57107
gung1 geoi6 	工具	c=35 d=0.657326 t=57107
gung1 geoi6 leoi6 	工具類	c=1 d=1.59142e-25 t=57107
gung1 gik1 	攻擊	c=1 d=3.45973e-14 t=57107
gung1 gung6 	公共	c=20 d=1.4933e-24 t=57107
gung1 hak1 	攻剋	c=1 d=6.01518e-21 t=57107
gung1 hei2 	恭喜	c=2 d=4.75335e-67 t=57107
gung1 hoi1 fo3 	公開課	c=1 d=1.91399e-108 t=57107
gung1 hok6 	工學	c=1 d=0.180866 t=57107
gung1 hong2 	工行	c=1 d=8.36327e-104 t=57107
gung1 jing3 soeng1 	供應商	c=1 d=1.49376e-74 t=57107
gung1 joek6 	公鑰	c=1 d=2.91935e-16 t=57107
gung1 jyun2 	公園	c=16 d=2.66368e-108 t=57107
gung1 lei5 	公里	c=1 d=3.35145e-81 t=57107
gung1 loek6 	攻略	c=5 d=0.00168667 t=57107
gung1 mong5 	公網	c=12 d=6.3931e-51 t=57107
gung1 mou6 jyun4 	公務員	c=1 d=1.34121e-42 t=57107
gung1 nang4 	功能	c=75 d=0.00783559 t=57107
gung1 on1 	公安	c=1 d=2.18386e-101 t=57107
gung1 on1 guk6 	公安局	c=3 d=2.03058e-59 t=57107
gung1 on3 	公案	c=1 d=2.17297e-101 t=57107
gung1 si1 	公司	c=55 d=0.120424 t=57107
gung1 sik1 	公式	c=3 d=4.56416e-38 t=57107
gung1 soeng1 	工商	c=2 d=6.20913e-12 t=57107
gung1 zi1 	工資	c=4 d=1.10626e-41 t=57107
gung1 zik1 gam1 	公積金	c=1 d=1.26944e-42 t=57107
gung1 zok3 	工作	c=29 d=0.264199 t=57107
gung1 zok3 jat6 	工作日	c=3 d=6.38497e-17 t=57107
gung1 zok3 loeng4 	工作量	c=3 d=1.51747e-24 t=57107
gung1 zok3 sat1 	工作室	c=1 d=7.89604e-16 t=57107
gung1 zung3 	公衆	c=15 d=0.194679 t=57107
gung1 zung3 hou4 	公衆號	c=13 d=6.27347e-45 t=57107
gung3 gon1 	槓桿	c=1 d=6.23222e-85 t=57107
gung6 	共	c=2 d=2.28857e-05 t=57107
gung6 hoeng2 	共享	c=1 d=5.33317e-17 t=57107
gwaa3 	掛	c=2 d=8.63524e-10 t=57107
gwaa3 zoi3 	掛載	c=2 d=3.41414e-05 t=57107
gwaai3 	怪	c=3 d=1.63666e-53 t=57107
gwaan1 	關	c=7 d=1.44022e-27 t=57107
gwaan1 bai3 	關閉	c=8 d=4.64607e-12 t=57107
gwaan1 diu6 	關掉	c=2 d=1.58812e-30 t=57107
gwaan1 gin6 	關鍵	c=2 d=8.16746e-31 t=57107
gwaan1 gin6 zi6 	關鍵字	c=2 d=1.64189e-10 t=57107
gwaan1 hai6 	關係	c=10 d=2.3469e-07 t=57107
gwaan1 jyu1 	關於	c=4 d=1.89205e-90 t=57107
gwaan1 lyun4 	關聯	c=20 d=1.4962e-05 t=57107
gwaan1 zyu3 	關注	c=3 d=0.140156 t=57107
gwaan3 	慣	c=1 d=3.31031e-24 t=57107
gwaang6 	逛	c=1 d=1.4195e-33 t=57107
gwai1 	歸	c=1 d=7.11436e-113 t=57107
gwai1 dong2 	歸檔	c=2 d=8.64112e-18 t=57107
gwai1 guk1 	硅谷	c=1 d=1.64174e-97 t=57107
gwai1 sai1 	歸西	c=1 d=8.76638e-99 t=57107
gwai2 	鬼	c=4 d=5.3459e-45 t=57107
gwai2 ji6 	詭異	c=1 d=4.34747e-54 t=57107
gwai3 	桂	c=3 d=2.21859e-22 t=57107
gwai3 	貴	c=14 d=1.14894e-15 t=57107
gwai3 hau6 coi3 	季後賽	c=1 d=7.48422e-121 t=57107
gwai3 joeng4 	貴陽	c=1 d=7.94321e-86 t=57107
gwai3 zit3 	季節	c=2 d=1.03971e-68 t=57107
gwai6 	櫃	c=1 d=1.12154e-114 t=57107
gwai6 min2 	櫃面	c=3 d=9.89144e-49 t=57107
gwan1 	君	c=10 d=1.66258e-69 t=57107
gwan1 	均	c=3 d=8.80882e-97 t=57107
gwan1 	軍	c=1 d=1.3181e-14 t=57107
gwan2 dung6 	滾動	c=6 d=5.7749e-28 t=57107
gwat1 gaak3 gei1 	骨骼肌	c=2 d=2.60613e-102 t=57107
gwo3 	過	c=141 d=0.0113677 t=57107
gwo3 cing4 	過程	c=1 d=5.22279e-65 t=57107
gwo3 e6 hoi1 	過誒開	c=1 d=3.53071e-47 t=57107
gwo3 heoi3 	過去	c=46 d=0.190404 t=57107
gwo3 je2 	過夜	c=1 d=2.95381e-07 t=57107
